obsid,obi,date
1377,0,'Nov 18 2009 10:10PM'
126,0,'May  8 2007  8:25AM'
171,0,'Jan 12 2010  8:18PM'
57152,0,'Apr 23 2009  2:55PM'
405,0,'Nov  1 2007  4:50PM'
62082,0,'May 11 2007  1:01PM'
1417,0,'Nov 20 2009  1:18PM'
62843,0,'Jun 30 2006  4:37AM'
55605,1,'Mar  9 2011  4:10PM'
1507,0,'Jan 26 2010  5:34PM'
62392,0,'Jan 12 2010 10:28PM'
159,0,'Dec 16 2009  2:41AM'
62386,0,'Jan 13 2010  6:57AM'
55598,1,'Mar 13 2011  3:58PM'
553,1,'Nov 20 2009  5:22AM'
1380,0,'Nov 18 2009 10:11PM'
581,0,'Nov 19 2009  3:21PM'
624,0,'Nov 26 2009 12:08AM'
62211,0,'Dec  4 2009 11:46PM'
56928,0,'Jul 28 2009  3:27AM'
62177,1,'Jul 14 2007 11:22AM'
394,1,'Nov 21 2009  3:53AM'
56438,1,'Feb 19 2010 11:27AM'
2469,1,'Feb  3 2009  6:59PM'
473,1,'Aug  9 2010  9:06PM'
1212,0,'Jan 12 2010  1:31PM'
62094,0,'May 11 2007  2:00PM'
1280,0,'Dec 17 2009 12:33AM'
619,0,'May 11 2007 12:36PM'
127,0,'Dec  5 2009  5:58AM'
56307,0,'Apr 21 2010  1:37PM'
392,1,'Nov 21 2009  3:53AM'
678,0,'Nov 20 2009  7:50AM'
56029,0,'Sep 14 2010  2:58PM'
61038,1,'Feb  4 2009 11:46PM'
1278,0,'Dec 17 2009 12:33AM'
62387,0,'Jan 13 2010  6:34AM'
56980,1,'Jul  9 2009  3:55PM'
62174,0,'Jul 14 2007  6:01AM'
58839,0,'Aug  9 2006 12:04AM'
57237,0,'Mar 12 2009 10:21PM'
1502,0,'Nov 25 2009  5:11AM'
56826,0,'Sep 17 2009 12:34AM'
62256,0,'Nov 26 2009  2:51AM'
62084,0,'Jun 29 2007 12:46PM'
60940,0,'Oct 13 2006  9:47AM'
62262,0,'Nov 26 2009  1:19AM'
968,0,'Nov 19 2009  5:30AM'
62555,1,'Dec 13 2009 11:50PM'
60881,0,'Nov  2 2006  7:03PM'
62851,0,'Sep 22 2006  9:36PM'
1268,0,'Feb 23 2010  3:44PM'
305,0,'Nov 25 2009  8:33AM'
62388,0,'Jan 13 2010  4:28AM'
62813,0,'Nov  4 2008  3:59PM'
1446,0,'Nov 24 2009  7:12AM'
62178,1,'Jul 14 2007 11:20AM'
22,0,'Sep 28 2010  3:21AM'
55948,1,'Oct 21 2010 12:48AM'
213,0,'Dec 16 2009  2:28AM'
1374,0,'Nov 18 2009 10:07PM'
60638,0,'Jul 14 2006  7:19AM'
62850,0,'Oct  2 2006  1:52PM'
98,0,'May  8 2007  6:44AM'
1373,0,'Nov 18 2009 10:09PM'
930,0,'May 11 2007  1:08PM'
792,0,'Dec  2 2009 12:36AM'
1463,0,'Dec  7 2010  4:35PM'
1464,0,'Nov 24 2009  9:19AM'
62142,0,'May  8 2007  2:55AM'
705,0,'May  8 2007  3:14AM'
62264,0,'Nov 29 2009  1:08PM'
1484,0,'Nov 25 2009  5:04AM'
4461,0,'Feb  4 2009 10:42PM'
93,0,'Dec  2 2009  9:25AM'
142,0,'Nov  1 2007  4:48PM'
57320,0,'Feb  6 2009  9:57AM'
1084,0,'Dec 15 2009 11:23PM'
57344,0,'Jan 26 2009  7:28PM'
62829,0,'Mar 18 2006  2:17PM'
966,0,'Nov 24 2009  7:22AM'
293,0,'Dec  4 2009  9:04PM'
62215,0,'Dec  4 2009  9:03PM'
62163,0,'Nov  1 2007  4:49PM'
1083,0,'Dec 15 2009 11:23PM'
61405,0,'Jan 12 2007  2:36AM'
62250,0,'Dec  3 2010  6:03PM'
58230,0,'Sep 10 2007 10:29AM'
1469,0,'Nov 24 2009  9:22AM'
797,0,'May 11 2007 12:43PM'
706,0,'Sep 15 2007  1:00PM'
656,0,'Nov 26 2009  2:07AM'
1514,0,'Jul 14 2007  1:35AM'
59050,2,'Mar 27 2006  1:17PM'
1135,0,'Jan 12 2010  2:08PM'
1129,0,'Jan 12 2010  2:05PM'
653,0,'Dec  5 2009  2:39AM'
1371,0,'Nov 18 2009 10:09PM'
61201,1,'Sep 16 2006  8:44AM'
559,0,'Nov 21 2009  6:48AM'
660,0,'May 11 2007  1:35PM'
1246,1,'Jan 13 2010  4:40AM'
1207,0,'Feb  1 2010  8:40PM'
57009,1,'Jun 26 2009  3:04PM'
1481,0,'Nov 24 2009  7:01AM'
60639,0,'Jul 14 2006  7:13AM'
56282,0,'May  4 2010  1:36PM'
542,0,'Nov 24 2009  7:23AM'
1474,0,'Nov 24 2009  9:28AM'
62841,0,'Apr 28 2006  1:47AM'
364,0,'Nov  2 2007  4:26AM'
4457,0,'Feb  4 2009  9:29PM'
59321,0,'Apr  4 2006  5:16PM'
1,0,'Sep 20 2010  3:35PM'
1295,0,'Jan 12 2010  9:15AM'
62104,0,'May 10 2007  6:11AM'
55719,0,'Jan 18 2011 12:48PM'
1158,1,'Dec  2 2009 11:10AM'
1382,0,'Nov 18 2009 10:13PM'
373,1,'Dec  4 2009 11:06PM'
550,0,'Dec  9 2010  2:30PM'
56687,0,'Nov 11 2009  9:16AM'
62170,0,'Sep 14 2007  7:44PM'
60523,0,'Jul  1 2006  5:09PM'
640,0,'May 11 2007 11:43AM'
784,0,'Dec  2 2009  9:06AM'
57180,0,'Apr 13 2009  4:36PM'
3370,0,'Feb  4 2009  9:24AM'
62106,0,'May 10 2007  5:57AM'
59905,0,'Apr  7 2006  6:29AM'
610,1,'May 11 2007  6:23PM'
55850,0,'Nov 24 2010  8:55AM'
69,2,'May 10 2007  5:46AM'
62295,0,'Nov 25 2009  2:37AM'
397,1,'Nov 21 2009  4:04AM'
1286,0,'Jan 12 2010  9:16AM'
1267,0,'Dec 14 2009 12:06AM'
55804,0,'Dec 20 2010 10:52AM'
802,0,'Nov 25 2009  8:07AM'
56831,0,'Sep 13 2009 11:39PM'
56892,0,'Aug 13 2009  5:40AM'
62191,0,'Jul 14 2007  1:20AM'
62814,0,'Jul 27 2008 12:36PM'
62201,0,'Dec  5 2009  4:52AM'
143,0,'Jan 12 2010  8:16PM'
259,0,'May  8 2007  4:28AM'
324,0,'Nov 25 2009  3:02AM'
1435,0,'Nov 24 2009  7:01AM'
1072,0,'Dec 15 2009 11:19PM'
906,1,'Jun 29 2007  2:27PM'
1113,1,'Nov 21 2009  4:06AM'
62821,0,'Sep 15 2006 12:58PM'
62258,0,'Nov 26 2009  1:53AM'
901,0,'Nov 26 2009  2:36AM'
1133,0,'Jan 12 2010  2:07PM'
232,0,'Sep 15 2007  9:00AM'
160,1,'Dec 17 2009 12:35AM'
173,0,'Jan 12 2010 10:33PM'
62321,0,'Nov 21 2009  6:03AM'
62847,0,'Feb  5 2009 10:40AM'
56140,0,'Jul  9 2010 10:58AM'
1432,0,'May  8 2007  2:53AM'
1333,0,'Sep 28 2010 12:18PM'
59468,0,'Mar 23 2006 11:18AM'
62327,0,'Nov 21 2009  4:03AM'
62808,0,'Nov 18 2010 10:45AM'
55679,0,'Jan 31 2011  9:44PM'
970,0,'Jul 14 2007  6:09AM'
1327,0,'Sep 28 2010 10:37AM'
62206,0,'Dec  5 2009  3:54AM'
86,1,'Dec  5 2009 12:34AM'
5311,0,'Feb  5 2009  1:31AM'
60656,0,'Jul 14 2006  1:21AM'
1120,0,'Jan 12 2010  1:36PM'
753,0,'May 11 2007  8:42AM'
55700,0,'Jan 23 2011 11:47PM'
1420,0,'Nov 20 2009  1:33PM'
1062,0,'Dec 14 2009  1:47AM'
1124,0,'Jan 12 2010  1:37PM'
577,0,'Nov 20 2009  1:39PM'
14,0,'May 11 2007  1:39PM'
295,0,'May  8 2007  4:32AM'
217,0,'Dec 17 2009  3:44AM'
62383,0,'Nov 17 2009  4:11AM'
62281,0,'Nov 25 2009  4:52AM'
1263,0,'Dec 13 2009 11:50PM'
1351,0,'Nov 18 2009 10:03PM'
1459,0,'Nov 20 2009 10:20AM'
57710,0,'Jul  9 2008 11:51AM'
4463,0,'Feb  4 2009 10:35PM'
927,1,'May 18 2007  1:39AM'
1486,0,'Nov 25 2009  5:05AM'
307,0,'Dec  4 2009  7:13PM'
414,1,'Dec  5 2009 12:41AM'
56887,0,'Aug 15 2009  8:31PM'
62187,0,'Jul 14 2007  1:47AM'
940,0,'May 17 2007 10:46PM'
223,0,'Sep 15 2007  8:11AM'
1334,0,'Sep 28 2010 12:19PM'
57252,0,'Mar  5 2009  3:58AM'
56878,0,'Aug 21 2009  2:52AM'
1103,0,'Sep 28 2010  4:58AM'
767,0,'Dec  2 2009  2:30AM'
811,0,'Dec 10 2010  7:09PM'
1294,0,'Jan 12 2010  9:15AM'
1114,1,'Nov 21 2009  4:05AM'
1061,0,'Dec 14 2009  1:47AM'
1097,1,'Dec 17 2009  3:33AM'
680,0,'May 18 2007  1:08AM'
279,0,'Aug 16 2010  2:46PM'
1448,0,'Nov 19 2009  4:09PM'
928,0,'Nov 24 2009  5:27AM'
652,0,'Nov 29 2009  2:41PM'
1403,0,'Nov 20 2009 12:42PM'
60932,0,'Oct 13 2006  9:52AM'
268,0,'Nov 26 2009  2:06AM'
1515,0,'Jul 14 2007  1:41AM'
403,0,'Nov 26 2009  1:25AM'
523,1,'Nov 19 2009  4:09PM'
764,0,'Nov 21 2009  6:55AM'
58226,0,'Sep 10 2007 10:30AM'
59750,0,'Feb 27 2006 12:21AM'
1115,0,'Jan 12 2010  1:34PM'
62214,0,'Dec  4 2009 11:07PM'
1358,0,'Nov 18 2009 10:05PM'
870,0,'Nov 26 2009  1:23AM'
1152,0,'Jan 12 2010  6:42PM'
214,0,'Dec 15 2009 10:35PM'
611,0,'May 10 2007  5:43AM'
1325,0,'Sep 28 2010 10:35AM'
62137,0,'May  8 2007  3:05AM'
62101,0,'May 11 2007 11:41AM'
587,0,'May 10 2007  2:23AM'
519,0,'Nov  5 2010  9:30AM'
56514,0,'Jan 16 2010 11:19AM'
56525,0,'Jan 13 2010  2:51PM'
85,0,'Jun 12 2007  3:09AM'
1284,0,'Jan 12 2010  9:16AM'
1249,0,'Jan 13 2010 12:59AM'
62264,1,'Jan 26 2010  5:50PM'
62315,0,'Nov 21 2009  6:33AM'
769,0,'May  8 2007  4:24AM'
56277,0,'May  7 2010 10:11AM'
304,1,'May 11 2007  1:07PM'
62282,0,'Nov 25 2009  4:51AM'
408,0,'Jul 14 2007  3:56AM'
1141,0,'Jan 12 2010  5:36PM'
506,0,'May  8 2007  3:14AM'
56665,1,'Nov 18 2009 10:45PM'
476,1,'Dec 15 2009 10:36PM'
62221,0,'Dec  2 2009 10:36AM'
62273,0,'Nov 25 2009 11:58PM'
59752,0,'Feb 27 2006 12:20AM'
965,1,'Nov 19 2009  3:03PM'
1089,0,'Dec 17 2009 12:29AM'
1405,0,'Nov 20 2009  8:01AM'
1492,0,'Nov 25 2009  5:03AM'
62322,0,'Nov 21 2009  4:11AM'
55993,0,'Oct  5 2010  8:00AM'
1081,0,'Dec 15 2009 11:22PM'
96,1,'Nov 21 2009  4:07AM'
58843,0,'Aug  9 2006 12:04AM'
62809,0,'Mar 11 2010  2:28PM'
62441,0,'Jan 12 2010  8:23PM'
62307,0,'Nov 24 2009  5:18AM'
221,0,'Dec 16 2009  2:27AM'
210,0,'Dec 17 2009  3:43AM'
59474,0,'Mar 23 2006 11:16AM'
596,0,'Nov 26 2009  1:18AM'
1155,1,'Dec  2 2009 11:04AM'
1279,0,'Dec 17 2009 12:33AM'
212,1,'Dec 15 2009 11:08PM'
1426,0,'Nov 20 2009  8:03AM'
1475,0,'Nov 24 2009  9:23AM'
650,0,'Jul 14 2007 11:06AM'
1348,0,'Nov 18 2009 10:02PM'
59899,0,'Apr  7 2006  6:36AM'
1423,1,'Nov 21 2009  3:49AM'
281,0,'Dec  4 2009  9:03PM'
1055,0,'Dec 14 2009 12:11AM'
62558,1,'Dec 13 2009 11:49PM'
267,0,'Nov 25 2009  2:42AM'
107,1,'Nov 20 2009  5:23AM'
5312,0,'Feb  5 2009  1:32AM'
62422,0,'Jan 13 2010  6:51AM'
62226,0,'Dec  2 2009  7:30AM'
1079,0,'Dec 15 2009 11:22PM'
62285,0,'Nov 25 2009  4:43AM'
60181,0,'May 23 2006  6:25AM'
48,0,'Sep 24 2010  2:50PM'
60765,1,'Aug  1 2006  1:57AM'
1060,0,'Dec 14 2009  1:45AM'
62144,0,'May 23 2007  9:16AM'
308,0,'Nov  1 2007  4:47PM'
1340,0,'Sep 28 2010  2:36AM'
1248,0,'Nov 21 2009  6:31AM'
245,0,'Dec  4 2009  9:01PM'
1094,1,'Dec 17 2009  3:32AM'
62098,0,'May 11 2007  5:26PM'
62205,0,'Dec  5 2009  3:56AM'
1075,0,'Dec 15 2009 11:21PM'
62159,1,'Sep 15 2007  5:04AM'
747,0,'Nov 29 2009  4:40PM'
62275,0,'Nov 27 2009  6:36PM'
1372,0,'Nov 18 2009 10:09PM'
2,0,'May  8 2007 10:32AM'
714,0,'May  8 2007  4:41AM'
62815,0,'Nov  9 2007  7:52AM'
55798,0,'Dec 17 2010 11:39PM'
1190,0,'Dec 14 2009  2:03AM'
1470,0,'Nov 24 2009  9:23AM'
62836,0,'Apr 13 2006  8:17AM'
1201,0,'Jan 12 2010  9:11AM'
62146,0,'Sep 15 2007  8:04AM'
62088,0,'May 11 2007  6:29PM'
944,0,'May 11 2007 11:45AM'
77,0,'Nov 25 2009  2:39AM'
1398,0,'Nov 20 2009 10:54AM'
1513,0,'Jan 28 2010  2:31PM'
62369,0,'Sep 28 2010 10:21AM'
62081,0,'May 11 2007  1:02PM'
62097,0,'May 11 2007  5:30PM'
56883,0,'Aug 18 2009  8:21AM'
376,0,'Nov 24 2009  5:16AM'
58491,0,'Mar 12 2007  1:04PM'
62129,0,'May  8 2007  4:49AM'
62283,0,'Nov 25 2009  4:43AM'
461,1,'Dec  5 2009 12:01AM'
62330,0,'Nov 21 2009  3:47AM'
62195,0,'Jul 14 2007  1:17AM'
62553,1,'Dec 13 2009 11:51PM'
1252,0,'Nov 17 2009  3:52AM'
3358, 2, 'Aug 29 2006 11:35AM'
3663, 0, 'Sep 17 2006  6:03PM'
3357, 2, 'Aug 29 2006 11:36AM'
2818, 0, 'Aug 29 2006 10:53AM'
3105, 0, 'Aug 29 2006 10:30AM'
60473, 0, 'Nov 24 2003  3:27PM'
2741, 0, 'Aug 29 2006 10:32AM'
648, 1, 'Feb  5 2009  4:21AM' 
61338, 0, 'Sep 15 2006  4:11PM'
60417, 0, 'Jun  8 2006  2:36AM'
62023, 0, 'May 31 2007  8:44PM'
57652, 0, 'Oct 21 2008  7:58PM'
584, 0, 'May 30 2007 12:26PM'
61463, 0, 'Jan  3 2007 12:00PM'
56607, 0, 'Dec  9 2009  8:48PM'
2099, 0, 'Dec 21 2006  9:16AM'
55302, 0, 'Nov 15 2011  6:00PM'
55186, 0, 'Sep 16 2011  1:18AM'
7292, 0, 'Jan  7 2013  2:52PM'
65533, 0, 'Nov 11 2013 5:48AM'
14528, 0, 'Jul 17 2014 2:07PM'
52606, 1, 'Jul 29 2014 12:36PM'
2062, 0, 'Sep 14 2012  3:08PM'
4912, 4, 'Nov 7 2012 4:47AM'
61381, 0, 'Sep 28 2012 8:51PM'
